"{""Light"":{""Led410Enable"":true;""Led470Enable"":true;""Led560Enable"":false;""Led410Value"":15.0;""Led470Value"":45.0;""Led560Value"":0.0};""Excitation"":{""mode"":1;""discontinuous"":true;""interval_time"":1200;""continuous_time"":120};""Channels"":[{""Name"":""CH1"";""ChanelColor"":""#00000000"";""Roi1"":""0;0;90;90"";""Roi2"":""0;0;90;90""}};{""Name"":""CH2"";""ChanelColor"":""#00000000"";""Roi1"":""0;0;90;90"";""Roi2"":""0;0;90;90""}}];""Fps"":10.0}",,,,,
TimeStamp,Events,CH1-410,CH1-470,CH2-410,CH2-470
0.0,,242.6275922271272,257.7045843544193,245.58532407926177,253.1490128649446
0.1,,241.53807770813984,256.8614688140829,245.59106817438663,254.80052397577563
0.2,,241.42091785154844,257.4490694609033,243.81099724255705,253.72332764815968
0.3,,242.34169494250006,258.8821002365603,246.33455024282597,256.6202381992637
0.4,,242.51199478473387,257.721000681836,245.55076873281917,256.11482924566997
0.5,,241.38943703776164,255.421224771054,245.63110381253242,254.72629940917608
0.6,,241.75195325738073,256.0402953682648,245.5609999266186,254.95799067490196
0.7,,241.77981697776136,256.3385416115365,246.11506724237879,256.60590389991216
0.8,,241.79480069861128,257.58004852685235,245.10608622456206,254.2425172658801
0.9,,242.06945869572047,255.99594779682016,245.36942517918257,253.86202478752205
1.0,,241.72344697299852,256.9410820254955,244.96734974722906,255.94143136776694
1.1,,242.19723617585302,258.69400846365073,245.7313932978948,254.34657804612075
1.2,,241.93717064406582,257.8218003286294,244.57118374658717,254.10642672350684
1.3,,241.8642710871342,258.8344978085658,245.5219992535588,254.5679956958833
1.4,,242.41084274081464,258.07013784167435,243.9995750936619,253.37425013365055
1.5,,241.738749880824,257.3361966620371,245.53911936535664,253.64349484697067
1.6,,242.59156359137882,258.6340308961391,245.41880279789933,255.93471782558498
1.7,,242.26327952807816,258.13734942225864,246.58384853331762,256.26232661557
1.8,,242.67267152180207,258.479942548659,245.31210595046633,254.05067374893346
1.9,,242.99073020171946,259.4936392065919,246.5701602407153,256.29499834480737
2.0,,242.51537227150655,258.0136520943532,246.17993493953713,255.84315415919673
2.1,,242.29883103098047,257.77954622472595,245.78993376011937,254.96007067317166
2.2,,243.371972359931,260.33761665013907,246.6542978576248,255.56147437396694
2.3,,241.6380036302265,257.4979941052991,244.91843028410597,254.44529474196634
2.4,,242.23610358241237,259.02291911236296,244.93308279781024,253.0023599915061
2.5,,241.85013467164373,257.86361931867845,244.93896352585332,253.8416458230236
2.6,,242.27258062381287,258.77639833769126,245.82355533578374,255.37249109392016
2.7,,242.2603843166819,258.05996178735955,244.89077343756801,254.68294838017482
2.8,,242.32676188636327,256.88998711891287,245.39351518932543,254.85441481025828
2.9,,240.66840653518378,256.9617815084177,244.91319176863806,255.2849078351246
3.0,,240.71362702009893,257.06219744374397,245.2127322994594,255.76792703411985
3.1,,240.83298532275808,255.13949358251548,244.9553588805433,254.3391852654979
3.2,,240.30046412765512,255.50367877229272,244.31235701101568,254.0673700856378
3.3,,241.48990000208295,258.07188157229837,244.93602853112392,254.4053476083847
3.4,,240.75015366660344,257.48144630966914,244.34919422954331,252.93538764636955
3.5,,241.24747791545911,257.1496170477667,244.473242406134,253.78383856822373
3.6,,241.88098126611249,257.1162487794272,244.6254442591567,253.03200702864365
3.7,,240.9534579069923,256.0536273815944,244.79236805052216,254.63101083452864
3.8,,240.9058821903052,255.71818701628527,244.396069600405,255.25237672433855
3.9,,241.30202063317392,256.12503578895877,244.55095520189727,254.6009874140226
4.0,,241.2630949023045,256.69385585747204,244.73741121095665,254.20310404118842
4.1,,241.20378177885712,256.8372688812245,244.31491177584408,252.78884587083513
4.2,,241.27582812060055,256.4124565406078,244.19367564902836,254.38818096242025
4.3,,242.14250033222294,257.7153612765131,244.862716654941,253.00923738435225
4.4,,241.70422278261327,256.6997983214636,245.092025709372,255.02715767546601
4.5,,240.8703730471693,255.67730974909793,244.5743559827637,254.03400418577237
4.6,,241.23522462863195,256.7597582099413,244.78217129436868,253.70731420057444
4.7,,240.6772566502652,256.1835943568049,244.86523143623646,254.4195027583201
4.8,,240.8848590181069,255.50027912847477,244.67307520366478,254.21079211633233
4.9,,241.26421761198338,256.4044065972918,243.53181185268585,252.93655555301098
5.0,,240.8230038201317,256.07482091648785,244.53750887611702,253.47506468903472
5.1,,240.71614764632662,256.8343423392575,244.52530940289475,254.23840590365606
5.2,,240.79502230743014,255.5086576865371,244.3077313978099,252.62657848749643
5.3,,240.40832555442142,256.6542894505131,244.30535464857417,254.58172413224833
5.4,,241.00069402561778,256.51024166715564,243.938969946722,253.12334568445945
5.5,,240.66452363554296,261.8360112719399,244.06886975833993,253.49732442513016
5.6,,241.18289828435925,263.62139442651744,243.6144954482201,251.69687978469523
5.7,,240.8457336589238,262.97106865902265,245.21550386195136,255.03506294450182
5.8,,239.64836591842013,261.4193565636001,243.7970088263003,253.08231877875556
5.9,,241.75806282919265,262.2320784416518,244.7105486889811,255.61928539161485
6.0,,240.58704870511937,263.13376335475823,244.33644929183282,253.86922039965762
6.1,,241.52414814694492,262.8003314806741,244.57797943200708,254.09484060507683
6.2,,240.77147061068388,259.8513956197229,244.00454409304902,253.1850572775906
6.3,,241.3460634406855,261.6989701040391,244.66142305852597,253.5422136969197
6.4,,241.9473924696953,260.9025493041896,244.0406185516805,253.77021273526242
6.5,,240.4862417972039,261.0034053604128,245.0021294337968,254.3445022665535
6.6,,240.92968626979732,258.5091291645262,244.47372420435528,253.28951024795433
6.7,,241.2044190156319,264.70487729236555,244.39335272473778,254.75263180737136
6.8,,240.4160018463388,264.6683667536964,244.2363357249612,253.41303290263602
6.9,,239.63632503016214,264.8873978752557,243.93307814192144,255.70206302658414
7.0,,240.40396694953844,264.0027900123653,243.87666699453823,254.44743281566272
7.1,,239.72347035586338,264.7463176628226,243.12213438747023,252.7211142085353
7.2,,240.16386016935374,263.0560710752422,242.80441248021083,253.38141418609138
7.3,,239.93510636589238,263.0004680152298,244.04660529736094,252.90141986343195
7.4,,241.55625582730872,265.05633276002976,244.06280053561485,253.3979560837927
7.5,,239.26411985378516,261.7239555928953,243.06579885431577,251.9674673303981
7.6,,240.3314213609482,262.3361198638203,244.10566769189566,253.27858371615324
7.7,,240.73300584843693,261.4854959423947,244.15641836245635,254.4331478070627
7.8,,241.1508283705604,261.2435995642844,244.19148669341118,253.1371701905226
7.9,,240.45918113811499,261.0876153448412,243.42549350279484,252.79992750862826
8.0,,240.61362613133832,261.66619951703376,243.62407454638574,253.5541590272209
8.1,,240.37611073937995,260.48437187936815,244.0267758581069,251.0316650021056
8.2,,240.55143297896026,259.28022877685066,243.70817653361348,252.94655347806585
8.3,,240.13617369371877,258.50685088640995,243.5528567468856,253.10424585638492
8.4,,241.3466391267671,261.4468884370479,244.319512689435,254.7798641046816
8.5,,240.6455792761793,257.4277122524536,243.53260886903155,253.61182929043125
8.6,,240.54580982077027,257.5013352960028,243.2276048255027,252.1863278635604
8.7,,240.66681742782876,259.52044583403443,243.67391011909925,254.55514452667762
8.8,,239.03101658180603,256.575967240669,242.78118234984493,253.23832119264577
8.9,,239.9720510201371,257.3308666584586,243.81975362769307,253.3422765252003
9.0,,240.38092402055446,258.249359526263,243.2519270312823,251.84624894304594
9.1,,240.29996204931126,256.3504887183363,243.7390586125545,252.42995441168588
9.2,,239.7436213466941,258.07488564030837,243.37165502976046,253.42304170190906
9.3,,241.05843138134205,257.4395651135754,244.39504647636733,252.54701499968616
9.4,,239.5728571216741,256.1382180237646,243.90977055749576,254.6079297138385
9.5,,240.28748339145852,256.58869310816675,243.31494825137662,251.69392862473742
9.6,,240.7880612627863,256.70719610936817,244.03740319065622,253.31815297024727
9.7,,240.27411312659473,258.36092309607204,245.02824874466182,254.01826341488663
9.8,,239.72860858643477,257.40811917331564,243.63288155049997,252.81105757646705
9.9,,239.38579332427878,254.9548035537141,243.66520284213348,252.54093482598833
10.0,,240.04974230323725,256.69836019835515,243.19447675730274,251.85505707470512
10.1,,240.02441911448093,257.6066934011484,244.41121430402504,254.7061426875744
10.2,,239.6309074382973,255.5333967160392,243.23653052848354,251.71457736228055
10.3,,240.2309702937566,255.12897910084737,243.15726491645827,253.93200926578095
10.4,,240.06408032877266,256.23992399373327,243.45189296833155,252.30273703599255
10.5,,239.31954273486946,254.64292028795003,242.02647773912614,251.47713321364654
10.6,,239.7577623952518,254.84851505643448,243.76531849799144,254.21882662520593
10.7,,239.4818097835926,255.8353989770011,242.4550912964355,253.10254511545344
10.8,,239.50647323211646,255.5203769263677,243.020193913985,253.68473400194557
10.9,,239.97926543035558,254.7359666609954,243.6567431513484,253.0396848004081
11.0,,240.16362764862276,255.7688250475783,242.76415184152805,253.43471365898182
11.1,,240.71074367637465,255.7497420084197,243.88107773410812,253.0597287534617
11.2,,240.29320498023625,256.0737584296272,243.85404368576926,252.03071685710515
11.3,,240.14826132475426,255.33335360132313,243.6502223161776,258.4649113019904
11.4,,239.6992191512563,256.4163174050255,243.95098157783235,259.2399943090703
11.5,,241.2143832803058,257.5295670390872,244.62547347464243,261.9589012397084
11.6,,240.61000691206908,257.06310508537473,243.5477522636193,260.2598414679387
11.7,,240.25151343964265,255.65717099077636,243.40134100384617,259.20088192740917
11.8,,240.76710660326268,257.326482499463,244.8114619796389,259.1024927662483
11.9,,240.4758200732357,257.6271353614809,244.19841306727747,259.67853635050363
12.0,,240.1819428363462,256.99287722201126,243.6500219841316,258.14849393748096
12.1,,240.05358827090217,256.84424377846796,243.49148246597505,255.61427449633305
12.2,,239.30610261375597,254.76097330012976,242.9787495988308,256.17866748115296
12.3,,239.44868124450662,255.3184782569831,242.9079355986524,256.89709132667883
12.4,,240.2679172279363,257.17860718524395,242.46468772773193,256.2608461145082
12.5,,240.27747827899591,255.6412103497346,243.63526502236124,255.49490291339
12.6,,239.57125299343568,254.8579649080709,242.78649498130446,257.0657371765374
12.7,,239.00281449692548,253.8784691169647,242.4630492586682,253.4308222113379
12.8,,240.29623903134697,256.97614777199004,243.54208449343182,255.1002507122353
12.9,,240.1801045643995,257.8949350065354,243.81398511893838,254.80773722727866
13.0,,239.9944203710145,255.23410226963512,243.742658656337,256.46497164094956
13.1,,239.59478979321966,255.71243231685378,243.6832499490479,255.00568624217692
13.2,,240.47936976834964,257.1877104948488,243.8832829786467,254.93593696621434
13.3,,238.75173546689845,255.00064737559012,242.46986987049726,263.8922825359073
13.4,,238.90017477963988,254.74216128156763,242.13448629297798,266.97891880681664
13.5,,239.57011642254773,256.0248472539969,243.40705089111614,268.0895284982489
13.6,,239.4174695623394,255.14472490756225,243.01073456953134,267.0103337176083
13.7,,240.1326446604754,255.40793103025229,243.69852393722397,266.0982359536944
13.8,,239.76277916923806,254.3255592310625,243.46708828344435,265.56745467753746
13.9,,239.95380645142924,255.43744403662254,242.73911978279241,265.49391207347855
14.0,,239.60671251725503,254.37966714255677,242.8173036488593,264.9120528509552
14.1,,239.85597502793098,255.75430937385144,243.85853109284378,264.12001947821756
14.2,,239.5987901986301,255.5183790206199,242.67816827015102,259.9764469255241
14.3,,239.2320618786682,255.938811914188,242.51091478447628,264.38151392748773
14.4,,239.70435395411286,254.04632216547918,243.05485516157702,264.2446501137206
14.5,,239.33787830998045,255.38498893922994,242.88960363572315,264.79920917172814
14.6,,240.0858972229682,257.1192354035251,243.43113281327368,264.55457852053496
14.7,,239.85818956327213,256.69072878601895,243.07240318284755,264.48937604582727
14.8,,239.31012320208072,254.57521744315494,242.46127904063212,261.1118879077454
14.9,,240.48410367344388,255.84788778775257,242.71310073529432,261.69779180194735
15.0,,238.8844654230565,254.4001602960336,242.1076431316482,260.96231177289394
15.1,,239.6159544072273,255.54118114216246,242.50161742464527,260.03709876657115
15.2,,239.3181333161582,254.8389789270315,243.37495698070103,260.33917422043316
15.3,,240.2370527535372,256.4189064519133,243.34092156357283,257.74169870555477
15.4,,239.40403991964973,254.89655115359767,242.87067859768,258.40798095405194
15.5,,238.8861579553676,253.56755549384312,242.7947256455815,259.2041199275656
15.6,,239.99749765744787,256.33362363748194,243.66704920180516,257.36880744842153
15.7,,239.18774280537497,253.8157781832383,243.2700754426777,256.92044870955965
15.8,,239.39901631957133,254.6926050155661,243.1933563018979,256.72015741403067
15.9,,239.79915459222528,265.16924077938086,243.5765477567244,257.33177444098715
16.0,,239.58908764401968,269.8547488102534,242.9255808299581,255.59177155274378
16.1,,239.25449363864294,268.431155000345,242.41083721580975,255.84912718798535
16.2,,239.54572841197387,268.0612845057307,243.3238626724509,255.59693379460518
16.3,,240.17190818232663,268.95579028949453,243.89798193930454,255.89203304544316
16.4,,240.5041711032645,267.53786434989183,242.85915448930248,255.05516310955736
16.5,,238.589786178676,264.2595269359329,242.7874033428015,254.72759554359195
16.6,,240.74583138419695,266.0632294317303,243.07285304255385,254.92003273649797
16.7,,239.4655117940805,265.1473404413975,242.82351671554594,254.64736944451067
16.8,,240.64205271464147,272.64107810227046,243.13615160695647,256.4423815332446
16.9,,239.74899574838864,274.91188629721995,243.45738851151387,254.57275154778375
17.0,,239.53516630856797,274.37154648108765,243.63691544898933,254.12574935383424
17.1,,240.21403635063328,273.7886664972345,244.29488683065526,256.6752222609916
17.2,,239.3804857517443,272.55517230586963,242.78800151615414,252.73068360344206
17.3,,240.7310836819699,273.3345276980801,244.3971855451564,256.1087334893298
17.4,,240.99765852135596,272.12192218147334,243.76929267118982,254.8311650590788
17.5,,240.4787472675273,269.66588531218343,244.87929442525964,262.4215821640525
